Section ID	7/20/26 9:24 AM PDT	7/22/26 2:32 AM PDT	7/24/2026, 11:43:00 PM	7/27/2026, 3:25:20 AM	7/28/2026, 8:44:00 PM	7/29/2026, 8:09:00 PM	7/30/2026, 7:06:00 PM	7/31/2026, 6:18:00 PM	8/3/2026, 7:12:00 PM	8/4/2026, 7:14:00 PM	8/5/2026, 10:57:00 PM	8/6/2026, 11:45:00 PM	8/7/2026, 10:57:00 PM	8/9/2026, 8:44:00 PM	8/10/2026, 8:57:00 PM	8/11/2026, 9:25:00 PM	8/12/2026, 6:44:00 PM	8/13/2026, 7:18:00 PM	8/14/2026, 6:41:00 PM	8/16/2026, 10:50:00 PM	8/17/2026, 9:27:00 PM	8/18/2026, 8:53:00 PM	8/18/2026, 11:55:00 PM	8/19/2026, 8:17:00 PM	8/20/2026, 8:33:00 PM	8/21/2026, 6:29:00 PM	8/22/2026, 10:55:00 PM	8/26/2026, 12:12:00 AM	8/27/2026, 10:33:00 PM	8/28/2026, 10:18:00 PM	8/31/2026, 7:15:00 PM	9/1/2026, 9:35:00 PM
E 00001266	230/230	230/230	230/230/0	230/230	230/230/0	230/230/0	230/230/0	230/230/0	230/230/0	228/230/0	225/230/0	225/230/0	225/230/0	225/230/0	221/230/0	219/230/0	217/230/0	217/230/0	217/230/0	217/230/0	217/230/0	216/230/0	216/230/0	215/230/0	206/230/0	190/230/0	189/230/0	189/230/0	188/230/0	286/328/0	276/328/0	275/328/0
E 00001267	245/245	245/245	238/245/0	238/245	238/245/0	235/245/0	232/245/0	205/245/0	200/245/0	185/245/0	182/245/0	182/245/0	183/245/0	184/245/0	184/245/0	183/245/0	183/245/0	182/245/0	180/245/0	180/245/0	178/245/0	158/245/0	155/245/0	118/245/0	109/245/0	109/245/0	109/245/0	108/245/0	106/245/0	106/245/0	106/245/0	106/245/0
E 00001268	292/292	292/292	283/292/0	283/292	283/292/0	280/292/0	277/292/0	207/292/0	199/292/0	188/292/0	187/292/0	188/292/0	188/292/0	187/292/0	186/292/0	186/292/0	186/292/0	186/292/0	186/292/0	185/292/0	177/292/0	113/292/0	111/292/0	67/292/0	53/292/0	51/292/0	51/292/0	51/292/0	47/292/0	47/292/0	47/292/0	46/292/0
E 00001269	192/192	192/192	192/192/0	192/192	192/192/0	192/192/0	191/192/0	182/192/0	181/192/0	180/192/0	177/192/0	177/192/0	177/192/0	177/192/0	176/192/0	175/192/0	175/192/0	176/192/0	176/192/0	176/192/0	175/192/0	158/192/0	157/192/0	137/192/0	132/192/0	132/192/0	131/192/0	131/192/0	131/192/0	131/192/0	131/192/0	131/192/0
E 00001270	279/279	279/279	270/279/0	270/279	270/279/0	270/279/0	268/279/0	250/279/0	244/279/0	234/279/0	227/279/0	229/279/0	227/279/0	227/279/0	219/279/0	213/279/0	213/279/0	214/279/0	216/279/0	216/279/0	207/279/0	166/279/0	166/279/0	108/279/0	56/279/0	36/279/0	30/279/0	23/279/0	22/279/0	70/328/0	56/328/0	54/328/0
E 00001271	480/480	480/480	464/480/0	464/480	463/480/0	457/480/0	452/480/0	313/480/0	284/480/0	220/480/0	187/480/0	183/480/0	181/480/0	177/480/0	133/480/0	125/480/0	125/480/0	131/480/0	127/480/0	124/480/0	105/480/0	7/480/0	7/480/0	0/480/0	0/480/0	0/480/0	0/480/0	0/480/0	0/480/0	104/600/0	69/600/0	66/600/0
E 00001272		192/192	192/192/0	192/192	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	191/192/0	4/192/0
E 00001273		192/192	192/192/0	192/192	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	190/192/0	190/192/0	190/192/0	0/192/0
E 00001274		192/192	192/192/0	192/192	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	192/192/0	2/192/0
E 00001275	348/348	348/348	347/348/0	347/348	347/348/0	347/348/0	347/348/0	347/348/0	347/348/0	347/348/0	347/348/0	347/348/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	347/348/0	298/348/0	213/348/0
E 00001276	348/348	348/348	347/348/0	347/348	347/348/0	347/348/0	347/348/0	347/348/0	347/348/0	347/348/0	347/348/0	347/348/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	345/347/0	346/348/0	308/348/0	255/348/0
E 00001277	348/348	348/348	347/348/0	347/348	347/348/0	347/348/0	347/348/0	347/348/0	347/348/0	347/348/0	347/348/0	347/348/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	346/347/0	347/348/0	309/348/0	256/348/0
E 00001278	208/208	208/208	205/208/0	204/208	204/208/0	203/208/0	201/208/0	198/208/0	194/208/0	190/208/0	189/208/0	188/208/0	188/208/0	187/208/0	180/208/0	172/208/0	169/208/0	166/208/0	165/208/0	165/208/0	160/208/0	158/208/0	158/208/0	151/208/0	142/208/0	121/208/0	115/208/0	110/208/0	108/208/0	145/245/0	135/245/0	56/245/0
E 00001279	145/145	145/145	144/145/0	144/145	144/145/0	144/145/0	142/145/0	137/145/0	136/145/0	137/145/0	136/145/0	136/145/0	136/145/0	136/145/0	133/145/0	134/145/0	133/145/0	135/145/0	135/145/0	135/145/0	133/145/0	127/145/0	127/145/0	122/145/0	116/145/0	110/145/0	109/145/0	108/145/0	107/145/0	107/145/0	106/145/0	95/145/0
E 00001280	278/278	278/278	275/278/0	274/278	274/278/0	272/278/0	271/278/0	254/278/0	250/278/0	245/278/0	244/278/0	244/278/0	243/278/0	244/278/0	243/278/0	243/278/0	242/278/0	244/278/0	244/278/0	244/278/0	236/278/0	198/278/0	198/278/0	151/278/0	118/278/0	114/278/0	112/278/0	101/278/0	103/278/0	173/348/0	168/348/0	168/348/0
E 00001281	404/404	404/404	396/404/0	396/404	395/404/0	394/404/0	392/404/0	344/404/0	335/404/0	322/404/0	314/404/0	314/404/0	314/404/0	314/404/0	310/404/0	308/404/0	306/404/0	308/404/0	308/404/0	305/404/0	294/404/0	233/404/0	233/404/0	153/404/0	59/404/0	46/404/0	43/404/0	34/404/0	27/404/0	98/475/0	86/475/0	85/475/0
E 00001282	292/292	292/292	288/292/0	287/292	288/292/0	288/292/0	286/292/0	271/292/0	267/292/0	262/292/0	261/292/0	260/292/0	260/292/0	260/292/0	260/292/0	258/292/0	258/292/0	258/292/0	258/292/0	258/292/0	253/292/0	229/292/0	227/292/0	200/292/0	177/292/0	167/292/0	165/292/0	165/292/0	164/292/0	164/292/0	163/292/0	163/292/0
E 00001283	395/395	395/395	389/395/0	389/395	389/395/0	389/395/0	389/395/0	359/395/0	354/395/0	297/395/0	293/395/0	292/395/0	291/395/0	292/395/0	288/395/0	288/395/0	286/395/0	286/395/0	286/395/0	287/395/0	283/395/0	272/395/0	272/395/0	250/395/0	232/395/0	232/395/0	232/395/0	230/395/0	232/395/0	232/395/0	224/395/0	224/395/0
E 00001284	395/395	395/395	376/395/0	376/395	377/395/0	375/395/0	373/395/0	297/395/0	291/395/0	179/395/0	156/395/0	155/395/0	153/395/0	150/395/0	140/395/0	138/395/0	136/395/0	136/395/0	138/395/0	138/395/0	124/395/0	101/395/0	100/395/0	31/395/0	4/395/0	4/395/0	4/395/0	4/395/0	4/395/0	4/395/0	4/395/0	4/395/0
E 00001285		48/48	48/48/0	48/48	48/48/0	48/48/0	48/48/0	39/48/0	38/48/0	28/48/0	27/48/0	26/48/0	25/48/0	25/48/0	19/48/0	19/48/0	18/48/0	17/48/0	17/48/0	17/48/0	17/48/0	16/48/0	16/48/0	11/48/0	1/48/0	0/48/0	1/48/0	1/48/0	0/48/0	0/48/0	0/48/0	0/48/0
E 00001286	475/475	475/475	450/475/0	450/475	449/475/0	444/475/0	436/475/0	202/475/0	188/475/0	140/475/0	132/475/0	128/475/0	125/475/0	125/475/0	122/475/0	121/475/0	119/475/0	119/475/0	120/475/0	120/475/0	114/475/0	14/475/0	12/475/0	0/475/0	0/475/0	0/475/0	0/475/0	0/475/0	0/475/0	0/475/0	0/475/0	0/475/0
E 00001287	245/245	245/245	241/245/0	241/245	241/245/0	239/245/0	234/245/0	189/245/0	183/245/0	178/245/0	177/245/0	178/245/0	178/245/0	177/245/0	176/245/0	176/245/0	175/245/0	175/245/0	175/245/0	175/245/0	171/245/0	140/245/0	140/245/0	111/245/0	105/245/0	102/245/0	102/245/0	97/245/0	95/245/0	95/245/0	93/245/0	93/245/0
E 00001288	219/219	219/219	212/219/0	212/219	212/219/0	211/219/0	211/219/0	201/219/0	197/219/0	187/219/0	175/219/0	175/219/0	174/219/0	174/219/0	145/219/0	127/219/0	124/219/0	125/219/0	124/219/0	124/219/0	121/219/0	119/219/0	117/219/0	97/219/0	34/219/0	10/219/0	10/219/0	6/219/0	0/219/0	73/292/0	49/292/0	48/292/0
E 00001289	219/219	219/219	217/219/0	217/219	217/219/0	217/219/0	217/219/0	209/219/0	208/219/0	199/219/0	186/219/0	187/219/0	187/219/0	187/219/0	157/219/0	142/219/0	141/219/0	141/219/0	141/219/0	142/219/0	137/219/0	128/219/0	128/219/0	107/219/0	66/219/0	29/219/0	21/219/0	15/219/0	13/219/0	86/292/0	65/292/0	59/292/0
E 00001290	219/219	219/219	196/219/0	194/219	193/219/0	191/219/0	188/219/0	144/219/0	124/219/0	32/219/0	1/219/0	1/219/0	1/219/0	1/219/0	1/219/0	1/219/0	1/219/0	1/219/0	1/219/0	1/219/0	1/219/0	1/219/0	1/219/0	0/219/0	0/219/0	0/219/0	0/219/0	0/219/0	0/219/0	72/292/0	0/292/0	0/292/0
E 00001291	219/219	219/219	217/219/0	217/219	217/219/0	217/219/0	217/219/0	215/219/0	213/219/0	208/219/0	205/219/0	205/219/0	204/219/0	204/219/0	193/219/0	189/219/0	189/219/0	188/219/0	188/219/0	189/219/0	184/219/0	181/219/0	181/219/0	169/219/0	142/219/0	123/219/0	123/219/0	120/219/0	119/219/0	192/292/0	183/292/0	180/292/0
E 00001292	48/48	48/48	32/48/0	31/48	31/48/0	28/48/0	25/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0
E 00001293	48/48	48/48	47/48/0	47/48	47/48/0	47/48/0	47/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0
E 00001294	48/48	48/48	48/48/0	47/48	47/48/0	47/48/0	47/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	1/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	1/48/0	1/48/0
E 00001295	296/296	296/296	290/296/0	290/296	288/296/0	288/296/0	284/296/0	256/296/0	251/296/0	224/296/0	206/296/0	205/296/0	206/296/0	206/296/0	183/296/0	178/296/0	178/296/0	182/296/0	178/296/0	179/296/0	169/296/0	134/296/0	134/296/0	71/296/0	13/296/0	2/296/0	2/296/0	2/296/0	1/296/0	100/395/0	74/395/0	73/395/0
E 00001297	48/48	48/48	46/48/0	46/48	46/48/0	46/48/0	46/48/0	37/48/0	34/48/0	29/48/0	28/48/0	28/48/0	28/48/0	27/48/0	28/48/0	27/48/0	27/48/0	27/48/0	27/48/0	27/48/0	27/48/0	27/48/0	27/48/0	20/48/0	17/48/0	15/48/0	15/48/0	16/48/0	16/48/0	16/48/0	16/48/0	16/48/0
E 00001298	48/48	48/48	46/48/0	46/48	46/48/0	46/48/0	46/48/0	32/48/0	32/48/0	18/48/0	12/48/0	12/48/0	12/48/0	11/48/0	7/48/0	7/48/0	7/48/0	7/48/0	7/48/0	6/48/0	3/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0
E 00001299	48/48	48/48	45/48/0	45/48	45/48/0	45/48/0	45/48/0	15/48/0	11/48/0	2/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	1/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0	0/48/0
E 00001300	192/192	192/192	191/192/0	189/192	189/192/0	189/192/0	188/192/0	162/192/0	155/192/0	149/192/0	148/192/0	148/192/0	149/192/0	149/192/0	149/192/0	146/192/0	144/192/0	144/192/0	144/192/0	144/192/0	142/192/0	123/192/0	123/192/0	102/192/0	84/192/0	72/192/0	72/192/0	71/192/0	71/192/0	71/192/0	71/192/0	71/192/0
E 00001301	60/60	60/60	60/60/0	60/60	60/60/0	60/60/0	60/60/0	59/60/0	59/60/0	55/60/0	55/60/0	55/60/0	55/60/0	55/60/0	47/60/0	43/60/0	43/60/0	43/60/0	43/60/0	43/60/0	42/60/0	32/60/0	32/60/0	29/60/0	19/60/0	2/60/0	0/60/0	0/60/0	0/60/0	29/90/0	23/90/0	13/90/0
E 00001302	72/72	72/72	71/72/0	71/72	71/72/0	71/72/0	69/72/0	69/72/0	69/72/0	69/72/0	68/72/0	68/72/0	68/72/0	68/72/0	63/72/0	56/72/0	54/72/0	54/72/0	53/72/0	53/72/0	50/72/0	47/72/0	47/72/0	41/72/0	29/72/0	0/72/0	0/72/0	0/72/0	0/72/0	48/120/0	47/120/0	5/120/0
E 00001303	12/12	12/12	12/12/0	12/12	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	10/12/0	9/12/0	9/12/0	8/12/0	5/12/0	0/12/0	0/12/0	0/12/0	0/12/0	7/20/0	8/20/0	0/20/0
E 00001304	12/12	12/12	12/12/0	12/12	12/12/0	12/12/0	12/12/0	11/12/0	11/12/0	11/12/0	11/12/0	11/12/0	11/12/0	11/12/0	9/12/0	5/12/0	5/12/0	5/12/0	5/12/0	5/12/0	5/12/0	4/12/0	4/12/0	4/12/0	3/12/0	0/12/0	0/12/0	0/12/0	0/12/0	8/20/0	8/20/0	0/20/0
E 00001305	12/12	12/12	12/12/0	12/12	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	11/12/0	11/12/0	11/12/0	12/12/0	12/12/0	12/12/0	11/12/0	11/12/0	11/12/0	9/12/0	8/12/0	0/12/0	0/12/0	0/12/0	0/12/0	9/20/0	9/20/0	1/20/0
E 00001306	12/12	12/12	11/12/0	11/12	11/12/0	11/12/0	11/12/0	11/12/0	11/12/0	11/12/0	11/12/0	11/12/0	11/12/0	11/12/0	11/12/0	11/12/0	11/12/0	11/12/0	11/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	11/12/0	0/12/0	0/12/0	0/12/0	0/12/0	8/20/0	7/20/0	2/20/0
E 00001307	12/12	12/12	12/12/0	12/12	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	12/12/0	11/12/0	10/12/0	9/12/0	8/12/0	8/12/0	8/12/0	8/12/0	8/12/0	7/12/0	3/12/0	0/12/0	0/12/0	0/12/0	0/12/0	8/20/0	8/20/0	2/20/0
E 00001308	12/12	12/12	12/12/0	12/12	12/12/0	12/12/0	11/12/0	11/12/0	11/12/0	11/12/0	10/12/0	10/12/0	10/12/0	10/12/0	8/12/0	5/12/0	5/12/0	5/12/0	4/12/0	4/12/0	4/12/0	3/12/0	3/12/0	1/12/0	0/12/0	0/12/0	0/12/0	0/12/0	0/12/0	8/20/0	7/20/0	0/20/0
E 00001309	225/225	225/225	222/225/0	221/225	221/225/0	221/225/0	221/225/0	218/225/0	214/225/0	213/225/0	213/225/0	211/225/0	211/225/0	210/225/0	206/225/0	199/225/0	196/225/0	199/225/0	199/225/0	198/225/0	195/225/0	189/225/0	189/225/0	179/225/0	168/225/0	74/225/0	54/225/0	43/225/0	38/225/0	37/225/0	24/225/0	0/225/0
E 00001310	245/245	245/245	239/245/0	239/245	238/245/0	236/245/0	233/245/0	222/245/0	218/245/0	214/245/0	210/245/0	209/245/0	208/245/0	209/245/0	187/245/0	167/245/0	160/245/0	163/245/0	159/245/0	157/245/0	135/245/0	105/245/0	101/245/0	68/245/0	18/245/0	0/245/0	0/245/0	0/245/0	1/245/0	1/245/0	0/245/0	0/245/0
E 00001311	50/50	50/50	50/50/0	49/50	49/50	49/50/0	48/50/0	48/50/0	48/50	48/50/0	47/50/0	47/50/0	47/50/0	47/50/0	46/50/0	44/50/0	44/50/0	44/50/0	45/50/0	45/50/0	45/50/0	45/50/0	44/50/0	43/50/0	39/50/0	33/50/0	31/50/0	31/50/0	31/50/0	31/50/0	30/50/0	26/50/0
E 00001312	30/30	30/30	27/30/0	27/30	27/30	27/30/0	27/30/0	26/30	20/30/0	17/30/0	16/30/0	15/30/0	15/30/0	15/30/0	11/30/0	6/30/0	6/30/0	6/30/0	7/30/0	7/30/0	7/30/0	7/30/0	5/30/0	4/30/0	2/30/0	0/30/0	0/30/0	0/30/0	0/30/0	20/50/0	10/50/0	5/50/0
E 00001313	15/15	15/15	15/15/0	15/15	15/15	15/15/0	15/15/0	15/15	13/15/0	10/15/0	10/15/0	10/15/0	10/15/0	10/15/0	7/15/0	6/15/0	6/15/0	6/15/0	6/15/0	6/15/0	6/15/0	6/15/0	5/15/0	5/15/0	2/15/0	0/15/0	0/15/0	0/15/0	0/15/0	10/25/0	3/25/0	0/25/0
E 00001314	15/15	15/15	12/15/0	12/15	12/15	12/15/0	12/15/0	11/15	7/15/0	7/15/0	6/15/0	5/15/0	5/15/0	5/15/0	2/15/0	0/15/0	0/15/0	0/15/0	1/15/0	1/15/0	1/15/0	1/15/0	0/15/0	0/15/0	0/15/0	0/15/0	0/15/0	0/15/0	0/15/0	10/25/0	7/25/0	7/25/0
E 00001315	20/20	20/20	20/20/0	20/20	20/20	20/20/0	20/20/0	19/20/0	16/20/0	15/20/0	13/20/0	13/20/0	13/20/0	13/20/0	13/20/0	11/20/0	11/20/0	11/20/0	11/20/0	11/20/0	11/20/0	11/20/0	12/20/0	10/20/0	8/20/0	7/20/0	7/20/0	6/20/0	6/20/0	6/20/0	6/20/0	6/20/0
E 00001316	245/245	245/245	234/245/0	235/245	235/245/0	231/245/0	228/245/0	206/245/0	196/245/0	193/245/0	188/245/0	187/245/0	187/245/0	185/245/0	183/245/0	181/245/0	180/245/0	179/245/0	179/245/0	177/245/0	156/245/0	97/245/0	98/245/0	22/245/0	0/245/0	0/245/0	0/245/0	0/245/0	0/245/0	0/245/0	0/245/0	0/245/0
E 00001317	193/193	193/193	189/193/0	189/193	189/193/0	189/193/0	187/193/0	185/193/0	181/193/0	181/193/0	180/193/0	180/193/0	180/193/0	180/193/0	180/193/0	180/193/0	178/193/0	178/193/0	177/193/0	177/193/0	175/193/0	171/193/0	170/193/0	161/193/0	145/193/0	140/193/0	135/193/0	126/193/0	123/193/0	123/193/0	121/193/0	122/193/0
E 00001318	200/200	200/200	199/200/0	199/200	199/200/0	199/200/0	197/200/0	197/200/0	196/200/0	195/200/0	195/200/0	194/200/0	194/200/0	194/200/0	194/200/0	194/200/0	194/200/0	194/200/0	194/200/0	194/200/0	193/200/0	186/200/0	185/200/0	176/200/0	164/200/0	162/200/0	163/200/0	163/200/0	163/200/0	163/200/0	163/200/0	163/200/0
E 00001319	10/10	10/10	10/10/0	10/10	10/10	10/10/0	10/10/0	9/10/0	9/10/0	9/10/0	8/10/0	8/10/0	8/10/0	8/10/0	7/10/0	6/10/0	6/10/0	6/10/0	6/10/0	5/10/0	2/10/0	2/10/0	2/10/0	0/10/0	0/10/0	0/10/0	0/10/0	0/10/0	0/10/0	5/15/0	3/15/0	0/15/0
E 00001320	10/10	10/10	10/10/0	10/10	10/10	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	8/10/0	8/10/0	8/10/0	8/10/0	8/10/0	8/10/0	4/10/0	3/10/0	3/10/0	1/10/0	0/10/0	0/10/0	0/10/0	0/10/0	0/10/0	5/15/0	4/15/0	4/15/0
E 00001321	10/10	10/10	10/10/0	10/10	10/10	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	9/10/0	9/10/0	9/10/0	9/10/0	9/10/0	9/10/0	9/10/0	9/10/0	9/10/0	9/10/0	0/10/0	0/10/0	0/10/0	0/10/0	0/10/0	5/15/0	5/15/0	4/15/0
E 00001322	10/10	10/10	10/10/0	10/10	10/10	10/10/0	10/10/0	9/10/0	8/10/0	8/10/0	7/10/0	7/10/0	7/10/0	7/10/0	4/10/0	1/10/0	1/10/0	2/10/0	2/10/0	2/10/0	1/10/0	0/10/0	0/10/0	0/10/0	0/10/0	0/10/0	0/10/0	0/10/0	0/10/0	4/15/0	3/15/0	3/15/0
E 00001323	10/10	10/10	10/10/0	10/10	10/10	10/10/0	10/10/0	9/10/0	9/10/0	8/10/0	8/10/0	8/10/0	8/10/0	8/10/0	5/10/0	3/10/0	3/10/0	3/10/0	2/10/0	2/10/0	2/10/0	0/10/0	0/10/0	0/10/0	0/10/0	0/10/0	0/10/0	0/10/0	0/10/0	5/15/0	3/15/0	3/15/0
E 00001324	25/25	25/25	25/25	25/25	25/25	25/25/0	25/25/0	25/25/0	24/25/0	23/25/0	23/25/0	23/25/0	23/25/0	23/25/0	23/25/0	22/25/0	21/25/0	22/25/0	22/25/0	22/25/0	21/25/0	19/25/0	19/25/0	16/25/0	16/25/0	2/25/0	1/25/0	0/25/0	0/25/0	10/35/0	7/35/0	4/35/0
E 00001325																													19/20/0	19/20/0	19/20/0	19/20/0
E 00001326	96/96	96/96	96/96/0	96/96	96/96/0	96/96/0	96/96/0	96/96/0	95/96	94/96/0	94/96/0	94/96/0	94/96/0	94/96/0	93/96/0	92/96/0	92/96/0	92/96/0	93/96/0	93/96/0	93/96/0	93/96/0	93/96/0	92/96/0	89/96/0	87/96/0	86/96/0	86/96/0	86/96/0	86/96/0	78/96/0	57/96/0
E 00001327	96/96	96/96	96/96/0	96/96	96/96/0	96/96/0	96/96/0	96/96/0	96/96/0	95/96/0	94/96/0	93/96/0	93/96/0	93/96/0	92/96/0	91/96/0	91/96/0	91/96/0	91/96/0	91/96/0	91/96/0	91/96/0	91/96/0	91/96/0	90/96/0	90/96/0	91/96/0	90/96/0	90/96/0	90/96/0	73/96/0	47/96/0
E 00001328	45/45	45/45	43/45/0	42/45	42/45/0	42/45/0	42/45/0	35/45/0	33/45/0	32/45/0	26/45/0	25/45/0	25/45/0	25/45/0	17/45/0	6/45/0	6/45/0	6/45/0	6/45/0	6/45/0	4/45/0	4/45/0	4/45/0	4/45/0	2/45/0	0/45/0	0/45/0	1/45/0	1/45/0	56/100/0	29/100/0	24/100/0
E 00001329	90/90	90/90	82/90/0	82/90	82/90/0	82/90/0	80/90/0	79/90/0	81/90/0	77/90/0	75/90/0	75/90/0	75/90/0	77/90/0	63/90/0	58/90/0	57/90/0	59/90/0	59/90/0	59/90/0	56/90/0	55/90/0	55/90/0	54/90/0	35/90/0	10/90/0	9/90/0	6/90/0	6/90/0	96/180/0	87/180/0	76/180/0
E 00001330	90/90	90/90	82/90/0	82/90	82/90/0	82/90/0	80/90/0	79/90/0	81/90/0	77/90/0	75/90/0	75/90/0	75/90/0	77/90/0	63/90/0	58/90/0	57/90/0	59/90/0	59/90/0	59/90/0	56/90/0	55/90/0	55/90/0	54/90/0	35/90/0	10/90/0	9/90/0	6/90/0	6/90/0	96/180/0	87/180/0	76/180/0
E 00001331	230/230	230/230	217/230/0	218/230	217/230/0	216/230/0	214/230/0	207/230/0	203/230/0	189/230/0	183/230/0	182/230/0	181/230/0	181/230/0	175/230/0	173/230/0	173/230/0	172/230/0	173/230/0	173/230/0	168/230/0	164/230/0	164/230/0	148/230/0	123/230/0	122/230/0	121/230/0	116/230/0	112/230/0	112/230/0	99/230/0	99/230/0
E 00001332	145/145	145/145	135/145/0	135/145	135/145/0	135/145/0	133/145/0	133/145/0	132/145/0	130/145/0	127/145/0	127/145/0	127/145/0	127/145/0	113/145/0	108/145/0	107/145/0	107/145/0	107/145/0	107/145/0	103/145/0	99/145/0	99/145/0	92/145/0	75/145/0	58/145/0	59/145/0	58/145/0	55/145/0	55/145/0	34/145/0	34/145/0
E 00001333	140/140	140/140	130/140/0	130/140	130/140/0	130/140/0	129/140/0	127/140/0	125/140/0	122/140/0	120/140/0	119/140/0	119/140/0	119/140/0	63/140/0	52/140/0	51/140/0	50/140/0	50/140/0	49/140/0	47/140/0	45/140/0	45/140/0	44/140/0	40/140/0	41/140/0	41/140/0	41/140/0	41/140/0	82/181/0	67/181/0	62/181/0
E 00001334	198/198	198/198	191/198/0	190/198	190/198/0	190/198/0	189/198/0	187/198/0	184/198/0	183/198/0	182/198/0	182/198/0	182/198/0	182/198/0	174/198/0	164/198/0	163/198/0	162/198/0	160/198/0	160/198/0	154/198/0	143/198/0	143/198/0	137/198/0	132/198/0	114/198/0	154/240/0	149/240/0	148/240/0	148/240/0	139/240/0	54/240/0
E 00001335	80/80	80/80	80/80/0	80/80	80/80/0	80/80/0	80/80/0	80/80/0	79/80/0	79/80/0	78/80/0	78/80/0	78/80/0	78/80/0	78/80/0	78/80/0	78/80/0	78/80/0	78/80/0	78/80/0	77/80/0	77/80/0	77/80/0	75/80/0	72/80/0	63/80/0	102/120/0	100/120/0	100/120/0	100/120/0	97/120/0	92/120/0
E 00001336	60/60	60/60	55/60/0	54/60	54/60/0	53/60/0	53/60/0	48/60/0	40/60/0	38/60/0	36/60/0	36/60/0	36/60/0	36/60/0	28/60/0	21/60/0	20/60/0	20/60/0	19/60/0	19/60/0	18/60/0	14/60/0	14/60/0	9/60/0	4/60/0	0/60/0	54/120/0	53/120/0	52/120/0	52/120/0	37/120/0	26/120/0
E 00001337	60/60	60/60	58/60/0	58/60	58/60/0	58/60/0	58/60/0	56/60/0	53/60/0	52/60/0	52/60/0	52/60/0	52/60/0	52/60/0	43/60/0	33/60/0	32/60/0	32/60/0	32/60/0	31/60/0	31/60/0	27/60/0	27/60/0	23/60/0	19/60/0	12/60/0	70/120/0	68/120/0	68/120/0	68/120/0	32/120/0	9/120/0
